 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,108";;0;;0;; ; 
"=""00:30"""; ;0;"1,541";;0;;0;; ; 
"=""00:45"""; ;0;"1,669";;0;;0;; ; 
"=""01:00"""; ;0;"1,674";;0;;0;; ; 
"=""01:15"""; ;0;"1,557";;0;;0;; ; 
"=""01:30"""; ;0;"1,607";;0;;0;; ; 
"=""01:45"""; ;0;"1,506";;0;;0;; ; 
"=""02:00"""; ;0;"1,682";;0;;0;; ; 
"=""02:15"""; ;0;"1,861";;0;;0;; ; 
"=""02:30"""; ;0;"1,161";;0;;0;; ; 
"=""02:45"""; ;0;"1,625";;0;;0;; ; 
"=""03:00"""; ;0;"1,150";;0;;0;; ; 
"=""03:15"""; ;0;"1,362";;0;;0;; ; 
"=""03:30"""; ;0;"1,537";;0;;0;; ; 
"=""03:45"""; ;0;"1,200";;0;;0;; ; 
"=""04:00"""; ;0;"1,531";;0;;0;; ; 
"=""04:15"""; ;0;"1,073";;0;;0;; ; 
"=""04:30"""; ;0;"1,257";;0;;0;; ; 
"=""04:45"""; ;0;"1,281";;0;;0;; ; 
"=""05:00"""; ;0;"2,046";;0;;0;; ; 
"=""05:15"""; ;0;"2,345";;0;;0;; ; 
"=""05:30"""; ;0;"2,685";;0;;0;; ; 
"=""05:45""";0;0;"2,377";"2,377";0;0;0;; ; 
"=""06:00""";0;0;"1,186";"1,186";0;0;0;; ; 
"=""06:15""";0;0;"1,263";"1,263";0;0;0;; ; 
"=""06:30""";0;0;"1,878";"1,878";0;0;0;0; ; 
"=""06:45""";0;0;"1,354";"1,354";0;0;0;0; ; 
"=""07:00""";74;0;"1,188";"1,262";0;74;0;74; ; 
"=""07:15""";183;0;"1,000";"1,183";0;183;0;183; ; 
"=""07:30""";279;0;874;"1,153";0;279;0;279; ; 
"=""07:45""";481;0;397;877;13;481;7;501; ; 
"=""07:48"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""07:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:00""";798;0;150;947;67;798;53;917; ; 
"=""08:15""";826;0;146;972;30;826;27;883; ; 
"=""08:30""";651;0;135;785;23;651;361;"1,034"; ; 
"=""08:33"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""08:38"""; ; ; ; ; ; ; ; ; ;"1,500"
"=""08:43"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""08:45""";816;0;396;"1,212";40;816;146;"1,002"; ; 
"=""09:00""";825;0;369;"1,194";21;825;217;"1,062"; ; 
"=""09:03"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""09:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:15""";886;0;326;"1,212";32;886;259;"1,177"; ; 
"=""09:30""";714;0;67;781;65;714;857;"1,636"; ; 
"=""09:33"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""09:38"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:43"""; ; ; ; ; ; ; ; ; ;"2,190"
"=""09:45""";"1,322";0;352;"1,674";343;"1,322";432;"2,096"; ; 
"=""09:48"""; ; ; ; ; ; ; ; ; ;900
"=""09:53"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""09:58"""; ; ; ; ; ; ; ; ; ;"2,670"
"=""10:00""";998;0;320;"1,318";328;998;408;"1,734"; ; 
"=""10:03"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""10:08"""; ; ; ; ; ; ; ; ; ;360
"=""10:13"""; ; ; ; ; ; ; ; ; ;"2,820"
"=""10:15""";"1,326";501;315;"2,142";324;"1,326";0;"1,650"; ; 
"=""10:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:30""";"1,110";0;317;"1,428";316;"1,110";477;"1,904"; ; 
"=""10:33"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""10:38"""; ; ; ; ; ; ; ; ; ;150
"=""10:43"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";"1,264";0;324;"1,588";341;"1,264";556;"2,160"; ; 
"=""10:48"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""10:53"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:58"""; ; ; ; ; ; ; ; ; ;900
"=""11:00""";"1,181";0;352;"1,532";351;"1,181";421;"1,953"; ; 
"=""11:03"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""11:08"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:13"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""11:15""";"1,113";0;203;"1,316";226;"1,113";594;"1,933"; ; 
"=""11:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";818;0;82;900;205;818;"1,239";"2,261"; ; 
"=""11:43"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""11:45""";858;0;17;874;144;858;889;"1,890"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"1,380"
"=""11:53"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""11:58"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""12:00""";715;0;71;786;334;715;691;"1,740"; ; 
"=""12:03"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""12:08"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""12:13"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""12:15""";701;0;70;772;325;701;489;"1,515"; ; 
"=""12:18"""; ; ; ; ; ; ; ; ; ;"1,860"
"=""12:23"""; ; ; ; ; ; ; ; ; ;"1,080"
"=""12:28"""; ; ; ; ; ; ; ; ;300; 
"=""12:28"""; ; ; ; ; ; ; ; ; ;330
