 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,807";;0;;0;; ; 
"=""00:30"""; ;0;"2,814";;0;;0;; ; 
"=""00:45"""; ;0;"2,691";;0;;0;; ; 
"=""01:00"""; ;0;"2,290";;0;;0;; ; 
"=""01:15"""; ;0;"2,484";;0;;0;; ; 
"=""01:30"""; ;0;"1,655";;0;;0;; ; 
"=""01:45"""; ;0;"2,582";;0;;0;; ; 
"=""02:00"""; ;0;"1,792";;0;;0;; ; 
"=""02:15"""; ;0;"2,154";;0;;0;; ; 
"=""02:30"""; ;0;"2,235";;0;;0;; ; 
"=""02:45"""; ;0;"1,808";;0;;0;; ; 
"=""03:00"""; ;0;"1,843";;0;;0;; ; 
"=""03:15"""; ;0;"2,067";;0;;0;; ; 
"=""03:30"""; ;0;"1,914";;0;;0;; ; 
"=""03:45"""; ;0;"1,679";;0;;0;; ; 
"=""04:00"""; ;0;"2,786";;0;;0;; ; 
"=""04:15"""; ;0;"3,406";;0;;0;; ; 
"=""04:30"""; ;0;"2,261";;0;;0;; ; 
"=""04:45"""; ;0;"1,623";;0;;0;; ; 
"=""05:00"""; ;0;"1,585";;0;;0;; ; 
"=""05:15"""; ;0;"1,247";;0;;0;; ; 
"=""05:30"""; ;0;"2,060";;0;;0;; ; 
"=""05:45""";0;0;"1,036";"1,036";0;0;0;; ; 
"=""06:00""";0;0;933;933;0;0;0;; ; 
"=""06:15""";0;0;"1,755";"1,755";0;0;0;0; ; 
"=""06:30""";29;0;"1,392";"1,421";0;29;0;29; ; 
"=""06:45""";95;0;645;740;0;95;0;95; ; 
"=""07:00""";212;0;419;631;0;212;0;212; ; 
"=""07:15""";397;0;346;743;0;397;0;397; ; 
"=""07:30""";706;0;54;760;9;706;0;714; ; 
"=""07:45""";744;0;97;842;64;744;58;866; ; 
"=""08:00""";684;0;52;736;51;684;447;"1,182"; ; 
"=""08:15""";642;0;16;657;16;642;776;"1,433"; ; 
"=""08:30""";670;0;92;763;89;670;862;"1,621"; ; 
"=""08:40"""; ; ; ; ; ; ; ; ; ;"2,730"
"=""08:45""";757;0;14;771;14;757;"1,100";"1,870"; ; 
"=""08:45"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""08:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:00""";916;0;80;996;80;916;"1,080";"2,076"; ; 
"=""09:15""";"1,241";0;210;"1,451";58;"1,241";971;"2,269"; ; 
"=""09:30""";700;0;9;710;9;700;"1,736";"2,445"; ; 
"=""09:40"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""09:45""";478;0;10;488;84;478;"2,015";"2,577"; ; 
"=""09:45"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""09:50"""; ; ; ; ; ; ; ; ; ;"1,890"
"=""09:55"""; ; ; ; ; ; ; ; ; ;"1,770"
"=""10:00""";509;0;26;534;306;509;"1,483";"2,297"; ; 
"=""10:00"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:05"""; ; ; ; ; ; ; ; ; ;"1,530"
"=""10:10"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""10:15""";528;0;117;645;346;528;"1,125";"1,999"; ; 
"=""10:15"""; ; ; ; ; ; ; ; ; ;"2,010"
"=""10:20"""; ; ; ; ; ; ; ; ; ;"1,350"
"=""10:25"""; ; ; ; ; ; ; ; ; ;"1,830"
"=""10:30""";445;0;99;544;372;445;843;"1,659"; ; 
"=""10:30"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""10:35"""; ; ; ; ; ; ; ; ; ;"1,290"
"=""10:40"""; ; ; ; ; ; ; ; ; ;"1,200"
"=""10:45""";478;0;17;495;312;478;749;"1,539"; ; 
"=""10:45"""; ; ; ; ; ; ; ; ; ;"1,140"
"=""10:50"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""10:55"""; ; ; ; ; ; ; ; ; ;"1,050"
"=""11:00""";462;0;16;478;316;462;637;"1,415"; ; 
"=""11:10"""; ; ; ; ; ; ; ; ; ;990
"=""11:15""";357;0;68;424;372;357;545;"1,273"; ; 
"=""11:30""";406;0;4;410;303;406;493;"1,202"; ; 
"=""11:30"""; ; ; ; ; ; ; ; ; ;"1,020"
