 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,430";;0;;0;; ; 
"=""00:30"""; ;0;"3,075";;0;;0;; ; 
"=""00:45"""; ;0;"1,912";;0;;0;; ; 
"=""01:00"""; ;0;"2,227";;0;;0;; ; 
"=""01:15"""; ;0;"1,588";;0;;0;; ; 
"=""01:30"""; ;0;"1,252";;0;;0;; ; 
"=""01:45"""; ;0;"1,813";;0;;0;; ; 
"=""02:00"""; ;0;"1,634";;0;;0;; ; 
"=""02:15"""; ;0;"1,516";;0;;0;; ; 
"=""02:30"""; ;0;"1,858";;0;;0;; ; 
"=""02:45"""; ;0;"1,417";;0;;0;; ; 
"=""03:00"""; ;0;"1,288";;0;;0;; ; 
"=""03:15"""; ;0;"1,810";;0;;0;; ; 
"=""03:30"""; ;0;"1,067";;0;;0;; ; 
"=""03:45"""; ;0;"1,312";;0;;0;; ; 
"=""04:00"""; ;0;"1,591";;0;;0;; ; 
"=""04:15"""; ;0;863;;0;;0;; ; 
"=""04:30"""; ;0;"2,214";;0;;0;; ; 
"=""04:45"""; ;0;"1,624";;0;;0;; ; 
"=""05:00"""; ;0;"1,248";;0;;0;; ; 
"=""05:15"""; ;0;"3,309";;0;;0;; ; 
"=""05:30"""; ;0;"2,408";;0;;0;; ; 
"=""05:45"""; ;0;"2,055";;0;;0;; ; 
"=""06:00""";0;0;951;951;0;0;0;; ; 
"=""06:15""";0;0;917;917;0;0;0;; ; 
"=""06:30""";0;0;"2,087";"2,087";0;0;0;; ; 
"=""06:45""";0;0;821;821;0;0;0;; ; 
"=""07:00""";0;0;688;688;0;0;0;0; ; 
"=""07:15""";38;0;673;711;0;38;0;38; ; 
"=""07:30""";84;0;640;724;0;84;0;84; ; 
"=""07:45""";247;0;479;726;0;247;0;247; ; 
"=""08:00""";390;0;513;903;0;390;0;390; ; 
"=""08:15""";542;0;500;"1,042";9;542;0;551; ; 
"=""08:30""";592;0;219;812;23;592;117;733; ; 
"=""08:45""";504;2;451;956;0;504;0;504; ; 
"=""09:00""";584;0;313;898;5;584;0;590; ; 
"=""09:13"""; ; ; ; ; ; ; ; ; ;"2,850"
"=""09:15""";681;0;98;778;20;681;35;735; ; 
"=""09:18"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";866;0;502;"1,368";65;866;71;"1,002"; ; 
"=""09:45""";739;0;859;"1,598";10;739;2;750; ; 
"=""10:00""";679;4;"1,383";"2,066";12;679;0;691; ; 
"=""10:15""";798;0;574;"1,372";75;798;167;"1,040"; ; 
"=""10:30""";755;0;382;"1,137";26;755;149;929; ; 
"=""10:45""";"1,373";0;261;"1,634";72;"1,373";402;"1,847"; ; 
"=""11:00""";"1,523";0;28;"1,551";21;"1,523";434;"1,978"; ; 
"=""11:15""";"1,468";0;21;"1,489";18;"1,468";652;"2,139"; ; 
"=""11:30""";"1,148";0;44;"1,191";49;"1,148";502;"1,698"; ; 
"=""11:43"""; ; ; ; ; ; ; ; ; ;"2,970"
"=""11:45""";"1,053";422;30;"1,505";29;"1,053";0;"1,082"; ; 
"=""11:48"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:00""";"1,304";0;30;"1,333";29;"1,304";278;"1,610"; ; 
"=""12:15""";670;0;17;687;16;670;653;"1,339"; ; 
"=""12:30""";698;0;24;722;24;698;409;"1,131"; ; 
"=""12:45""";764;0;9;772;9;764;558;"1,330"; ; 
"=""13:00""";978;116;23;"1,117";16;978;0;994; ; 
"=""13:15""";568;162;20;750;22;568;0;590; ; 
"=""13:30""";646;87;10;742;14;646;0;659; ; 
"=""13:45""";475;298;16;789;12;475;0;487; ; 
"=""14:00""";358;466;12;837;12;358;0;370; ; 
"=""14:15""";428;223;94;745;5;428;0;432; ; 
"=""14:30""";315;0;359;674;0;315;2;317; ; 
"=""14:45""";200;0;452;652;0;200;0;200; ; 
"=""15:00""";134;1;"1,042";"1,177";0;134;0;134; ; 
"=""15:15""";244;1;"1,969";"2,214";0;244;0;244; ; 
"=""15:30""";242;0;757;999;0;242;0;242; ; 
"=""15:45""";247;0;692;939;0;247;1;248; ; 
"=""16:00""";313;1;626;940;0;313;0;313; ; 
"=""16:15""";244;0;682;926;0;244;0;244; ; 
"=""16:30""";336;0;556;892;0;336;0;336; ; 
"=""16:45""";314;0;"1,302";"1,616";0;314;0;314; ; 
"=""17:00""";203;0;"1,551";"1,754";0;203;0;203; ; 
"=""17:15""";158;0;"1,605";"1,763";0;158;0;158; ; 
"=""17:30""";171;0;"1,289";"1,460";0;171;0;171; ; 
"=""17:45""";92;0;"1,434";"1,526";0;92;0;92; ; 
"=""18:00""";76;0;"1,329";"1,405";0;76;0;76; ; 
"=""18:15""";22;0;"2,668";"2,690";0;22;0;22; ; 
"=""18:30""";0;0;"2,325";"2,325";0;0;0;; ; 
"=""18:45""";0;0;"1,712";"1,822";0;0;0;; ; 
"=""19:00""";0;0;"1,634";"1,634";0;0;0;; ; 
"=""19:15""";0;0;"1,960";"1,294";0;0;0;; ; 
"=""19:30"""; ;0;"1,947";;0;;0;; ; 
"=""19:45"""; ;0;"1,402";;0;;0;; ; 
"=""20:00"""; ;0;"2,301";;0;;0;; ; 
"=""20:15"""; ;0;"3,043";;0;;0;; ; 
"=""20:30"""; ;0;"4,299";;0;;0;; ; 
"=""20:45"""; ;0;"3,152";;0;;0;; ; 
"=""21:00"""; ;0;"2,466";;0;;0;; ; 
"=""21:15"""; ;0;"2,398";;0;;0;; ; 
"=""21:30"""; ;0;"1,845";;0;;0;; ; 
"=""21:45"""; ;0;"2,042";;0;;0;; ; 
"=""22:00"""; ;0;"1,876";;0;;0;; ; 
"=""22:15"""; ;0;"1,637";;0;;0;; ; 
"=""22:30"""; ;0;"1,722";;0;;0;; ; 
"=""22:45"""; ;0;"1,700";;0;;0;; ; 
"=""23:00"""; ;0;"1,475";;0;;0;; ; 
"=""23:15"""; ;0;"1,775";;0;;0;; ; 
"=""23:30"""; ;0;"3,277";;0;;0;; ; 
"=""23:45"""; ;0;"2,106";;0;;0;; ; 
"=""00:00"""; ;0;"2,974";;0;;0;;300;"3,000"
