 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""10:45""";"1,136";0;358;"1,495";358;"1,136";76;"1,570"; ; 
"=""10:45"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:00""";"1,149";0;190;"1,339";191;"1,149";866;"2,206"; ; 
"=""11:15""";874;0;31;906;27;874;"1,642";"2,543"; ; 
"=""11:15"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""11:20"""; ; ; ; ; ; ; ; ; ;"2,460"
"=""11:25"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:30""";"1,602";0;443;"2,046";445;"1,602";323;"2,371"; ; 
"=""11:30"""; ; ; ; ; ; ; ; ; ;"2,550"
"=""11:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";"1,283";0;409;"1,692";411;"1,283";724;"2,418"; ; 
"=""12:00""";"1,272";0;225;"1,497";228;"1,272";396;"1,896"; ; 
"=""12:00"""; ; ; ; ; ; ; ; ; ;"2,370"
"=""12:05"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""12:10"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""12:15""";"1,220";0;284;"1,504";284;"1,220";138;"1,642"; ; 
"=""12:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:25"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""12:30""";"1,567";0;92;"1,660";87;"1,567";80;"1,735"; ; 
"=""12:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:45""";"1,360";635;34;"2,028";40;"1,360";0;"1,400"; ; 
"=""13:00""";"1,624";0;27;"1,651";19;"1,624";224;"1,866"; ; 
"=""13:15""";"1,673";920;23;"2,616";21;"1,673";0;"1,694"; ; 
"=""13:30""";"1,482";"1,172";31;"2,685";34;"1,482";0;"1,516"; ; 
"=""13:45""";"1,774";889;90;"2,753";84;"1,774";0;"1,858"; ; 
"=""13:50"""; ; ; ; ; ; ; ; ; ;"2,070"
"=""13:55"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""14:00""";"1,416";315;715;"2,445";20;"1,416";0;"1,436"; ; 
"=""14:15""";"1,805";1;713;"2,520";2;"1,805";0;"1,807"; ; 
"=""14:30""";"1,416";0;871;"2,287";13;"1,416";84;"1,513"; ; 
"=""14:45""";"1,360";0;"1,087";"2,447";6;"1,360";6;"1,371"; ; 
"=""15:00""";"1,246";0;889;"2,134";11;"1,246";47;"1,303"; ; 
"=""15:15""";"1,490";0;403;"1,893";18;"1,490";34;"1,541"; ; 
"=""15:30""";"1,382";0;"1,558";"2,940";31;"1,382";58;"1,471"; ; 
"=""15:45""";"1,098";5;623;"1,725";5;"1,098";0;"1,103"; ; 
"=""16:00""";"1,256";0;166;"1,421";23;"1,256";44;"1,322"; ; 
"=""16:15""";774;0;106;880;20;774;165;959; ; 
"=""16:30""";794;0;27;821;23;794;54;871; ; 
"=""16:45""";719;125;92;936;13;719;0;732; ; 
"=""17:00""";516;1;369;886;0;516;0;516; ; 
"=""17:15""";428;0;905;"1,333";0;428;1;429; ; 
"=""17:30""";336;0;"1,586";"1,922";0;336;1;337; ; 
"=""17:45""";229;0;"2,842";"3,071";0;229;1;230; ; 
"=""18:00""";99;0;"2,103";"2,202";0;99;1;100; ; 
"=""18:15""";15;0;"1,821";"1,836";0;15;0;15; ; 
"=""18:30""";0;0;"2,577";"2,577";0;0;1;; ; 
"=""18:45""";0;0;"2,509";"2,509";0;0;0;; ; 
"=""19:00""";0;0;"2,544";"2,543";0;0;1;; ; 
"=""19:15""";0;0;"3,069";"3,068";0;0;1;; ; 
"=""19:30""";0;0;"3,604";"3,603";0;0;1;; ; 
"=""19:45""";0;0;"2,494";"2,494";0;0;0;; ; 
"=""20:00""";0;0;"2,731";"2,730";0;0;0;; ; 
"=""20:15""";0;0;"3,062";"3,062";0;0;0;; ; 
"=""20:30""";0;0;"2,645";"2,645";0;0;1;; ; 
"=""20:45""";0;0;"3,667";"3,666";0;0;1;; ; 
"=""21:00""";0;0;"3,288";"3,287";0;0;1;; ; 
"=""21:15""";0;0;"2,981";"2,981";0;0;1;; ; 
"=""21:30""";0;0;"2,506";"2,506";0;0;1;; ; 
"=""21:45""";0;0;"2,166";"2,166";0;0;0;; ; 
"=""22:00""";0;0;"2,442";"2,442";0;0;0;; ; 
"=""22:15""";0;0;"2,097";"2,095";0;0;2;; ; 
"=""22:30""";0;0;"2,122";"2,122";0;0;0;; ; 
"=""22:45""";0;0;"2,037";"2,037";0;0;1;; ; 
"=""23:00""";0;0;"1,981";"1,981";0;0;0;; ; 
"=""23:15""";0;0;"2,297";"2,297";0;0;0;; ; 
"=""23:30""";0;0;"3,753";"3,752";0;0;1;; ; 
"=""23:45""";0;1;"2,804";"2,805";0;0;0;; ; 
"=""00:00""";0;0;"3,312";"3,312";0;0;0;;300;"3,000"
