 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""12:06"""; ; ; ; ; ; ; ; ; ;"2,490"
"=""12:11"""; ; ; ; ; ; ; ; ; ;"1,230"
"=""12:15""";"1,156";0;98;"1,254";339;"1,156";375;"1,870"; ; 
"=""12:16"""; ; ; ; ; ; ; ; ; ;570
"=""12:21"""; ; ; ; ; ; ; ; ; ;0
"=""12:26"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";"1,260";0;100;"1,360";265;"1,260";47;"1,572"; ; 
"=""12:31"""; ; ; ; ; ; ; ; ; ;"1,410"
"=""12:36"""; ; ; ; ; ; ; ; ; ;"1,560"
"=""12:41"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""12:45""";"1,293";0;141;"1,434";309;"1,293";379;"1,980"; ; 
"=""12:46"""; ; ; ; ; ; ; ; ; ;"2,280"
"=""12:51"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:56"""; ; ; ; ; ; ; ; ; ;810
"=""13:00""";"1,344";0;141;"1,485";230;"1,344";106;"1,679"; ; 
"=""13:01"""; ; ; ; ; ; ; ; ; ;"1,680"
"=""13:06"""; ; ; ; ; ; ; ; ; ;"1,950"
"=""13:11"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:15""";"1,599";0;140;"1,738";242;"1,599";90;"1,931"; ; 
"=""13:30""";"1,270";90;90;"1,449";92;"1,270";0;"1,362"; ; 
"=""13:36"""; ; ; ; ; ; ; ; ; ;"2,880"
"=""13:41"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:45""";407;932;100;"1,439";93;407;0;500; ; 
"=""14:00""";"1,275";60;98;"1,433";108;"1,275";0;"1,383"; ; 
"=""14:15""";695;895;67;"1,657";53;695;0;748; ; 
"=""14:30""";564;"2,101";43;"2,708";34;564;0;598; ; 
"=""14:45""";694;"1,269";"1,333";"3,296";42;694;0;736; ; 
"=""15:00""";509;"1,024";"1,045";"2,578";39;509;0;548; ; 
"=""15:15""";384;778;813;"1,974";31;384;0;415; ; 
"=""15:30""";964;464;"1,049";"2,477";41;964;0;"1,005"; ; 
"=""15:45""";799;1;547;"1,347";13;799;0;812; ; 
"=""16:00""";619;0;772;"1,391";0;619;0;619; ; 
"=""16:15""";446;0;"1,076";"1,521";0;446;0;446; ; 
"=""16:30""";259;0;992;"1,251";0;259;2;261; ; 
"=""16:45""";333;0;931;"1,263";0;333;1;334; ; 
"=""17:00""";334;0;"1,574";"1,908";0;334;0;334; ; 
"=""17:15""";145;0;"1,926";"2,071";0;145;0;145; ; 
"=""17:30""";105;0;"2,566";"2,670";0;105;1;106; ; 
"=""17:45""";83;0;"1,428";"1,511";0;83;1;84; ; 
"=""18:00""";11;0;"1,281";"1,291";0;11;0;11; ; 
"=""18:15""";0;1;"2,307";"2,066";0;0;0;; ; 
"=""18:30""";0;0;"1,874";"1,873";0;0;1;; ; 
"=""18:45""";0;2;"1,796";"1,625";0;0;0;; ; 
"=""19:00"""; ;2;"1,818";;0;;0;; ; 
"=""19:15"""; ;1;"1,772";;0;;0;; ; 
"=""19:30"""; ;0;"1,739";;0;;2;; ; 
"=""19:45"""; ;0;"2,942";;0;;0;; ; 
"=""20:00"""; ;1;"4,512";;0;;0;; ; 
"=""20:15"""; ;1;"3,864";;0;;0;; ; 
"=""20:30"""; ;0;"2,699";;0;;3;; ; 
"=""20:45"""; ;0;"3,224";;0;;1;; ; 
"=""21:00"""; ;0;"2,742";;0;;1;; ; 
"=""21:15"""; ;0;"2,124";;0;;1;; ; 
"=""21:30"""; ;0;"1,978";;0;;0;; ; 
"=""21:45"""; ;1;"2,071";;0;;0;; ; 
"=""22:00"""; ;0;"1,740";;0;;1;; ; 
"=""22:15"""; ;1;"1,666";;0;;0;; ; 
"=""22:30"""; ;0;"1,590";;0;;2;; ; 
"=""22:45"""; ;0;"1,739";;0;;2;; ; 
"=""23:00"""; ;1;"1,696";;0;;0;; ; 
"=""23:15"""; ;0;"1,293";;0;;1;; ; 
"=""23:30"""; ;0;"1,400";;0;;0;; ; 
"=""23:45"""; ;0;"1,159";;0;;0;; ; 
"=""00:00"""; ;0;"1,146";;0;;2;;300;"3,000"
