 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"2,270";;0;;0;; ; 
"=""00:30"""; ;0;"2,132";;0;;0;; ; 
"=""00:45"""; ;0;"2,246";;0;;0;; ; 
"=""01:00"""; ;0;"2,119";;0;;0;; ; 
"=""01:15"""; ;0;"1,991";;0;;0;; ; 
"=""01:30"""; ;0;"1,993";;0;;0;; ; 
"=""01:45"""; ;0;"1,892";;0;;0;; ; 
"=""02:00"""; ;0;"1,976";;0;;0;; ; 
"=""02:15"""; ;0;"1,852";;0;;0;; ; 
"=""02:30"""; ;0;"1,986";;0;;0;; ; 
"=""02:45"""; ;0;"1,666";;0;;0;; ; 
"=""03:00"""; ;0;"1,770";;0;;0;; ; 
"=""03:15"""; ;0;"1,742";;0;;0;; ; 
"=""03:30"""; ;0;"1,860";;0;;0;; ; 
"=""03:45"""; ;0;"1,767";;0;;0;; ; 
"=""04:00"""; ;0;"1,583";;0;;0;; ; 
"=""04:15"""; ;0;"1,815";;0;;0;; ; 
"=""04:30"""; ;0;"1,462";;0;;0;; ; 
"=""04:45"""; ;0;"1,882";;0;;0;; ; 
"=""05:00"""; ;0;"2,692";;0;;0;; ; 
"=""05:15"""; ;0;"2,041";;0;;0;; ; 
"=""05:30""";0;0;"3,216";"3,216";0;0;0;; ; 
"=""05:45""";0;0;"2,135";"2,135";0;0;0;; ; 
"=""06:00""";0;0;"1,309";"1,309";0;0;0;; ; 
"=""06:15""";0;0;"1,570";"1,570";0;0;0;; ; 
"=""06:30""";4;0;"1,584";"1,588";0;4;0;4; ; 
"=""06:45""";91;0;880;971;0;91;0;91; ; 
"=""07:00""";157;0;944;"1,101";0;157;0;157; ; 
"=""07:15""";397;0;683;"1,080";0;397;0;397; ; 
"=""07:30""";687;0;520;"1,206";1;687;0;687; ; 
"=""07:45""";789;0;295;"1,084";13;789;39;841; ; 
"=""08:00""";977;0;317;"1,294";36;977;119;"1,131"; ; 
"=""08:15""";"1,065";0;148;"1,213";73;"1,065";229;"1,367"; ; 
"=""08:30""";880;0;88;969;51;880;715;"1,646"; ; 
"=""08:45""";393;85;713;"1,191";1;393;0;393; ; 
"=""09:00""";388;0;485;873;0;388;0;388; ; 
"=""09:15""";921;0;61;981;46;921;"1,146";"2,112"; ; 
"=""09:30""";618;0;15;633;21;618;"1,643";"2,283"; ; 
"=""09:45""";709;2;12;722;7;709;0;715; ; 
"=""10:00""";466;388;53;907;50;466;0;516; ; 
"=""10:15""";"1,006";0;67;"1,073";67;"1,006";405;"1,479"; ; 
"=""10:30""";750;109;51;910;47;750;0;796; ; 
"=""10:35"""; ; ; ; ; ; ; ; ; ;600
"=""10:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:45""";587;0;113;700;120;587;537;"1,244"; ; 
"=""11:00""";678;0;50;728;122;678;"1,730";"2,529"; ; 
"=""11:15""";871;0;153;"1,024";155;871;652;"1,678"; ; 
"=""11:30""";607;741;258;"1,606";247;607;0;854; ; 
"=""11:35"""; ; ; ; ; ; ; ; ; ;0
"=""11:40"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:45""";448;848;250;"1,546";250;448;0;698; ; 
"=""11:45"""; ; ; ; ; ; ; ; ; ;150
"=""11:50"""; ; ; ; ; ; ; ; ; ;0
"=""11:55"""; ; ; ; ; ; ; ; ; ;"1,110"
"=""12:00""";673;818;218;"1,708";216;673;0;889; ; 
"=""12:00"""; ; ; ; ; ; ; ; ; ;"1,170"
"=""12:05"""; ; ; ; ; ; ; ; ; ;0
"=""12:10"""; ; ; ; ; ; ; ; ; ;750
"=""12:15""";951;493;296;"1,741";300;951;0;"1,251"; ; 
"=""12:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""12:30""";"1,944";55;268;"2,268";272;"1,944";0;"2,216"; ; 
"=""12:45""";931;574;42;"1,547";42;931;0;973; ; 
"=""12:45"""; ; ; ; ; ; ; ; ; ;"1,620"
"=""12:50"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:00""";"1,361";"1,120";467;"2,948";67;"1,361";0;"1,428"; ; 
"=""13:10"""; ; ; ; ; ; ; ; ; ;"2,760"
"=""13:15""";"2,020";0;566;"2,586";63;"2,020";236;"2,319"; ; 
"=""13:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""13:30""";"1,669";122;699;"2,490";196;"1,669";0;"1,865"; ; 
"=""13:45""";"1,872";0;613;"2,486";58;"1,872";272;"2,203"; ; 
"=""14:00""";746;0;"1,871";"2,617";0;746;0;746; ; 
"=""14:15""";726;0;"1,415";"2,141";2;726;1;729; ; 
"=""14:30""";"1,079";0;"1,362";"2,441";16;"1,079";64;"1,159"; ; 
"=""14:45""";958;0;"1,137";"2,094";15;958;118;"1,091"; ; 
"=""15:00""";"1,581";32;740;"2,353";15;"1,581";0;"1,596"; ; 
"=""15:15""";"1,452";0;"1,304";"2,756";0;"1,452";1;"1,453"; ; 
"=""15:30""";371;0;"2,448";"2,819";0;371;1;372; ; 
"=""15:45""";439;0;551;990;0;439;1;440; ; 
"=""16:00""";567;0;410;977;1;567;0;568; ; 
"=""16:15""";652;0;302;954;2;652;5;659; ; 
"=""16:30""";742;0;182;924;0;742;0;742; ; 
"=""16:45""";494;0;323;816;0;494;1;494; ; 
"=""17:00""";393;0;723;"1,116";0;393;2;395; ; 
"=""17:15""";256;0;"1,772";"2,028";0;256;1;257; ; 
"=""17:30""";172;0;"1,672";"1,844";0;172;2;174; ; 
"=""17:45""";116;0;"1,645";"1,760";0;116;0;116; ; 
"=""18:00""";34;0;"1,471";"1,505";0;34;1;35; ; 
"=""18:15""";0;1;"1,815";"1,714";0;0;0;; ; 
"=""18:30""";0;0;"2,301";"2,299";0;0;2;; ; 
"=""18:45""";0;1;"2,319";"2,942";0;0;0;; ; 
"=""19:00"""; ;0;"2,250";;0;;1;; ; 
"=""19:15"""; ;0;"2,949";;0;;0;; ; 
"=""19:30"""; ;0;"4,059";;0;;0;; ; 
"=""19:45"""; ;0;"3,380";;0;;0;; ; 
"=""20:00"""; ;0;"3,070";;0;;0;; ; 
"=""20:15"""; ;0;"3,427";;0;;1;; ; 
"=""20:30"""; ;0;"3,617";;0;;0;; ; 
"=""20:45"""; ;0;"2,629";;0;;2;; ; 
"=""21:00"""; ;0;"2,707";;0;;0;; ; 
"=""21:15"""; ;0;"2,856";;0;;0;; ; 
"=""21:30"""; ;0;"3,162";;0;;1;; ; 
"=""21:45"""; ;0;"3,505";;0;;0;; ; 
"=""22:00"""; ;0;"4,065";;0;;0;; ; 
"=""22:15"""; ;0;"3,278";;0;;0;; ; 
"=""22:30"""; ;0;"3,198";;0;;0;; ; 
"=""22:45"""; ;0;"2,647";;0;;0;; ; 
"=""23:00"""; ;0;"2,876";;0;;0;; ; 
"=""23:15"""; ;0;"2,606";;0;;0;; ; 
"=""23:30"""; ;0;"2,522";;0;;0;; ; 
"=""23:45"""; ;0;"2,577";;0;;0;; ; 
"=""00:00"""; ;0;"2,321";;0;;0;;300;"3,000"
