 ;Direct consumption / Mean values [W] ;Battery discharging / Mean values [W] ;External energy supply / Mean values [W] ;Total consumption / Mean values [W] ;Grid feed-in / Mean values [W] ;Direct consumption / Mean values [W]  ;Battery charging / Mean values [W]  ;PV power generation / Mean values [W]  ;Target value / Mean values [W]  ;Output value / Mean values [W]  
"=""00:00"""; ; ; ; ; ; ; ; ;300;"3,000"
"=""00:15"""; ;0;"1,691";;0;;0;; ; 
"=""00:30"""; ;0;"1,493";;0;;0;; ; 
"=""00:45"""; ;0;"1,553";;0;;0;; ; 
"=""01:00"""; ;0;"1,567";;0;;0;; ; 
"=""01:15"""; ;0;"1,471";;0;;0;; ; 
"=""01:30"""; ;0;"1,536";;0;;0;; ; 
"=""01:45"""; ;0;"1,298";;0;;0;; ; 
"=""02:00"""; ;0;"1,454";;0;;0;; ; 
"=""02:15"""; ;0;"1,053";;0;;0;; ; 
"=""02:30"""; ;0;"1,445";;0;;0;; ; 
"=""02:45"""; ;0;"1,169";;0;;0;; ; 
"=""03:00"""; ;0;"1,236";;0;;0;; ; 
"=""03:15"""; ;0;"1,515";;0;;0;; ; 
"=""03:30"""; ;0;"1,290";;0;;0;; ; 
"=""03:45"""; ;0;"1,076";;0;;0;; ; 
"=""04:00"""; ;0;"1,035";;0;;0;; ; 
"=""04:15"""; ;0;"1,189";;0;;0;; ; 
"=""04:30"""; ;0;"1,152";;0;;0;; ; 
"=""04:45"""; ;0;"1,084";;0;;0;; ; 
"=""05:00"""; ;0;"3,664";;0;;0;; ; 
"=""05:15"""; ;0;"3,074";;0;;0;; ; 
"=""05:30"""; ;0;"2,179";;0;;0;; ; 
"=""05:45"""; ;0;"1,153";;0;;0;; ; 
"=""06:00"""; ;0;924;;0;;0;; ; 
"=""06:15""";0;0;"1,436";"1,436";0;0;0;; ; 
"=""06:30""";0;0;"1,936";"1,936";0;0;0;; ; 
"=""06:45""";0;0;"1,052";"1,052";0;0;0;0; ; 
"=""07:00""";36;0;796;832;0;36;0;36; ; 
"=""07:15""";101;0;731;832;0;101;0;101; ; 
"=""07:30""";183;0;538;721;0;183;0;183; ; 
"=""07:45""";280;0;509;789;0;280;0;280; ; 
"=""08:00""";452;0;228;680;0;452;0;452; ; 
"=""08:15""";582;0;81;663;32;582;45;658; ; 
"=""08:30""";653;0;170;822;19;653;43;714; ; 
"=""08:45""";649;0;11;660;11;649;546;"1,206"; ; 
"=""09:00""";697;0;16;713;16;697;679;"1,391"; ; 
"=""09:00"""; ; ; ; ; ; ; ; ; ;"2,310"
"=""09:05"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:10"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""09:15""";"1,007";0;243;"1,250";79;"1,007";487;"1,573"; ; 
"=""09:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""09:30""";"1,073";0;65;"1,138";65;"1,073";659;"1,796"; ; 
"=""09:40"""; ; ; ; ; ; ; ; ; ;"2,910"
"=""09:45""";883;0;50;933;49;883;"1,016";"1,948"; ; 
"=""09:45"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:00""";"1,054";0;53;"1,107";54;"1,054";965;"2,072"; ; 
"=""10:00"""; ; ; ; ; ; ; ; ; ;0
"=""10:05"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:10"""; ; ; ; ; ; ; ; ; ;"2,640"
"=""10:15""";"1,510";0;334;"1,844";338;"1,510";100;"1,947"; ; 
"=""10:15"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:20"""; ; ; ; ; ; ; ; ; ;"1,650"
"=""10:25"""; ; ; ; ; ; ; ; ; ;"1,440"
"=""10:30""";"1,090";0;287;"1,377";294;"1,090";665;"2,049"; ; 
"=""10:30"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:35"""; ; ; ; ; ; ; ; ; ;"1,800"
"=""10:40"""; ; ; ; ; ; ; ; ; ;"1,320"
"=""10:45""";"1,655";492;377;"2,523";377;"1,655";0;"2,032"; ; 
"=""10:45"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""10:50"""; ; ; ; ; ; ; ; ; ;"2,400"
"=""10:55"""; ; ; ; ; ; ; ; ; ;0
"=""11:00""";"1,205";0;296;"1,501";301;"1,205";604;"2,111"; ; 
"=""11:00"""; ; ; ; ; ; ; ; ; ;"2,340"
"=""11:05"""; ; ; ; ; ; ; ; ; ;"2,940"
"=""11:10"""; ; ; ; ; ; ; ; ; ;"2,130"
"=""11:15""";"1,296";0;344;"1,639";348;"1,296";521;"2,164"; ; 
"=""11:15"""; ; ; ; ; ; ; ; ; ;"2,490"
"=""11:20"""; ; ; ; ; ; ; ; ; ;"3,000"
"=""11:25"""; ; ; ; ; ; ; ; ; ;900
