,Actual,Prediction
116,974.0,1340.8814999999993
117,2261.0,2135.189166666666
118,711.0,446.83733333333316
119,1158.0,1732.1785000000004
120,696.0,1772.5569999999993
121,0.0,3.615166666666665
122,2485.0,1651.0473333333334
123,355.0,477.5661666666667
124,1694.0,1200.0329999999997
125,439.0,986.2526666666663
126,90.0,107.42533333333333
127,119.0,146.48533333333327
128,2270.0,2212.095666666666
129,1121.0,1167.469
130,85.0,79.15350000000001
131,529.0,439.5436666666665
132,1121.0,1210.4688333333338
133,929.0,790.4794999999999
134,189.0,193.88866666666672
135,815.0,799.0128333333336
136,2154.0,2071.825333333333
137,405.0,350.16366666666676
138,1077.0,742.4360000000001
139,1275.0,1818.1198333333339
140,732.0,637.5913333333336
141,863.0,1056.3528333333334
142,1435.0,1834.0576666666668
143,224.0,372.1468333333334
144,1020.0,1573.7526666666663
145,215.0,359.0411666666665
146,2309.0,2192.6731666666656
147,2720.0,1289.5978333333335
148,1554.0,1473.5541666666672
149,1533.0,1896.858333333333
150,114.0,83.02316666666667
151,1087.0,1394.9811666666674
152,2282.0,2172.4548333333328
153,832.0,521.5705000000002
154,162.0,139.8651666666667
155,129.0,159.78999999999996
156,192.0,119.8441666666667
157,2142.0,2055.5086666666666
158,1596.0,1670.9200000000005
159,987.0,994.9150000000002
160,14.0,28.154333333333316
161,1097.0,1556.0091666666663
162,146.0,386.50016666666653
163,1094.0,865.7578333333331
164,2098.0,2054.863666666667
165,185.0,227.24683333333334
166,647.0,872.5281666666664
167,1161.0,1143.7026666666668
168,137.0,202.8045000000001
169,1499.0,1525.234666666667
170,700.0,935.6734999999999
171,138.0,146.34333333333333
172,2348.0,2014.5391666666665
173,1378.0,1322.4218333333338
174,74.0,55.34466666666666
175,2261.0,1632.6416666666667
176,11.0,30.223666666666666
177,1132.0,1321.0366666666666
178,2314.0,2106.8315
179,2000.0,2040.2581666666676
180,2324.0,1739.0159999999998
181,765.0,826.151
182,0.0,8.332166666666668
183,410.0,548.3626666666667
184,2155.0,1396.131
185,1953.0,1730.897333333333
186,1461.0,1069.2469999999998
187,1834.0,1835.2945000000002
188,2169.0,2063.8006666666674
189,663.0,662.8921666666668
190,2060.0,1831.267
191,242.0,827.1284999999998
192,1627.0,1354.8705000000002
193,1900.0,1410.0643333333335
194,1241.0,1150.8220000000001
195,467.0,589.9208333333332
196,1966.0,1761.2543333333333
197,929.0,648.9845000000001
198,1121.0,1609.7699999999995
199,828.0,533.2756666666666
200,104.0,92.34566666666667
201,2192.0,1784.0985
202,145.0,608.4503333333332
203,135.0,128.99816666666666
204,577.0,640.3986666666666
205,17.0,29.25849999999999
206,2227.0,1859.5024999999991
207,1543.0,1415.5326666666663
208,1493.0,1005.1151666666669
209,183.0,153.39566666666667
210,554.0,1353.5996666666667
211,1623.0,1746.0623333333333
212,511.0,569.5331666666668
213,1128.0,1821.7414999999999
214,482.0,464.7688333333333
215,610.0,1062.5361666666668
216,2345.0,1999.626
217,1469.0,1214.1565000000003
218,0.0,9.252166666666662
219,524.0,971.3595000000003
220,1175.0,1435.1311666666668
221,1439.0,1638.1401666666663
222,1661.0,1644.7668333333327
223,2198.0,1972.0911666666664
224,106.0,326.81033333333335
225,163.0,248.1018333333333
226,1974.0,1755.634833333334
227,2249.0,1969.1029999999998
228,2062.0,1613.1438333333335
229,752.0,905.2928333333333
230,1573.0,1643.7778333333335
231,1800.0,1319.6573333333336
232,957.0,1151.5793333333331
233,28.0,80.44249999999997
234,1573.0,1371.8876666666663
235,391.0,572.3798333333332
236,2008.0,1487.2438333333332
237,1052.0,923.9290000000001
238,41.0,19.606833333333324
239,1159.0,1071.609166666667
240,232.0,261.1165000000001
241,342.0,322.19866666666655
242,1254.0,1179.0503333333336
243,1117.0,1073.426333333333
244,930.0,1291.2735
245,562.0,669.58
246,87.0,568.4178333333334
247,1308.0,1647.3433333333326
248,247.0,193.33283333333333
249,2261.0,2078.391
250,667.0,642.9196666666662
251,805.0,447.1961666666666
252,502.0,496.55499999999984
253,0.0,157.93016666666676
254,832.0,585.6868333333331
255,1010.0,866.348333333333
256,309.0,288.92783333333335
257,1076.0,1413.3116666666663
258,2307.0,1742.0081666666663
259,629.0,620.6643333333334
260,758.0,759.5025
261,135.0,125.26050000000004
262,130.0,132.83483333333336
263,124.0,327.8791666666668
264,194.0,233.17050000000003
265,1999.0,1412.4858333333334
266,106.0,146.56700000000004
267,1351.0,1205.0406666666663
268,1375.0,1152.4395
269,724.0,812.3639999999999
270,1654.0,1802.6958333333328
271,917.0,828.4836666666665
272,228.0,180.26616666666672
273,423.0,169.4496666666667
274,1313.0,1693.4636666666668
275,1564.0,1230.8785
276,796.0,1444.6531666666665
277,53.0,79.45149999999998
278,130.0,104.28549999999997
279,1488.0,1543.6558333333332
280,290.0,636.5273333333336
281,392.0,440.1715000000001
282,2108.0,1541.8016666666672
283,1405.0,1596.9413333333328
284,1988.0,1715.8249999999998
285,256.0,162.59566666666666
286,504.0,643.5364999999999
287,134.0,143.73350000000005
288,1643.0,1724.5033333333326
289,1150.0,1104.226666666667
290,1156.0,1365.5533333333328
291,1996.0,1854.0213333333331
292,462.0,668.5281666666668
293,35.0,40.87933333333333
294,62.0,80.21416666666669
295,1550.0,1852.9725
296,2093.0,1839.4409999999996
297,228.0,509.3406666666668
298,2042.0,1927.2750000000005
299,0.0,3.6703333333333332
300,1638.0,1512.2943333333326
301,600.0,542.3101666666668
302,598.0,543.2888333333333
303,706.0,750.2715000000003
304,191.0,187.06600000000003
305,866.0,643.0028333333333
306,2574.0,1797.3229999999999
307,1252.0,1583.1373333333336
308,2552.0,1925.1011666666664
309,1633.0,1281.13
310,579.0,766.6186666666665
311,2065.0,1939.5605000000003
312,593.0,465.42900000000003
313,989.0,1119.1956666666667
314,1710.0,962.5551666666668
315,1026.0,996.5379999999994
316,1068.0,1339.636833333333
317,1904.0,1832.1765
318,2278.0,1747.367833333334
319,1725.0,2041.4623333333336
320,1780.0,1579.2584999999997
321,2267.0,1971.0716666666663
322,960.0,1282.952
323,731.0,505.8398333333332
324,925.0,1092.2484999999997
325,2034.0,1787.9294999999997
326,138.0,254.4003333333334
327,1725.0,1427.7896666666668
328,1967.0,1434.303333333333
329,1932.0,2089.9371666666666
330,1633.0,1540.9668333333327
331,690.0,641.1238333333332
332,2121.0,1594.8359999999998
333,501.0,721.1686666666667
334,405.0,283.69
335,875.0,960.5379999999994
336,702.0,742.1213333333332
337,11.0,38.3815
338,694.0,959.7313333333333
339,1444.0,1524.1388333333334
340,1966.0,1691.2404999999997
341,2181.0,1966.979166666666
342,999.0,1051.8736666666666
343,795.0,684.7719999999998
344,133.0,102.8535
345,2176.0,2055.502666666666
346,1840.0,1876.4400000000003
