,Actual,Prediction,Error
0,2340.0,2264.613333333333,75.38666666666722
1,0.0,110.5696666666667,110.5696666666667
2,2387.0,2131.569333333334,255.43066666666618
3,1312.0,821.7713333333334,490.22866666666664
4,1751.0,1459.0321666666664,291.9678333333336
5,1795.0,1662.6033333333328,132.39666666666722
6,1740.0,1552.8511666666666,187.1488333333334
7,949.0,777.6391666666667,171.3608333333333
8,734.0,480.94883333333325,253.05116666666675
9,1362.0,1342.0840000000003,19.915999999999713
10,159.0,184.9286666666667,25.928666666666686
11,358.0,436.6944999999999,78.69449999999989
12,1248.0,1558.411833333333,310.4118333333331
13,1597.0,1590.3046666666664,6.695333333333565
14,668.0,935.5236666666663,267.52366666666626
15,995.0,912.6031666666665,82.39683333333346
16,1140.0,1039.1331666666667,100.86683333333326
17,1643.0,1661.131666666666,18.13166666666598
18,1151.0,1043.8663333333334,107.13366666666661
19,715.0,771.5459999999998,56.54599999999982
20,1069.0,1327.1565000000003,258.1565000000003
21,1020.0,791.1893333333334,228.81066666666663
22,25.0,30.830333333333318,5.830333333333318
23,673.0,712.5016666666664,39.50166666666644
24,87.0,114.96150000000003,27.96150000000003
25,1604.0,1536.6944999999998,67.30550000000017
26,1688.0,1425.665666666667,262.334333333333
27,1552.0,1644.5496666666666,92.54966666666655
28,773.0,670.8011666666665,102.19883333333348
29,1289.0,1309.7983333333334,20.798333333333403
30,1203.0,1296.983,93.98299999999995
31,2674.0,1915.84,758.1600000000001
32,156.0,183.61716666666666,27.617166666666662
33,2127.0,2076.9263333333333,50.07366666666667
34,2234.0,2251.0199999999995,17.019999999999527
35,0.0,88.53549999999997,88.53549999999997
36,1097.0,1396.3733333333332,299.3733333333332
37,171.0,1242.8928333333333,1071.8928333333333
38,1824.0,1874.3679999999995,50.36799999999948
39,2049.0,1707.7861666666668,341.21383333333324
40,1284.0,1667.2773333333325,383.27733333333254
41,839.0,778.0698333333332,60.930166666666764
42,147.0,1427.305833333334,1280.305833333334
43,1874.0,1824.4994999999992,49.500500000000784
44,1982.0,1916.4794999999995,65.52050000000054
45,20.0,21.920499999999997,1.920499999999997
46,1395.0,1143.16,251.83999999999992
47,79.0,87.77866666666668,8.77866666666668
48,34.0,79.63999999999999,45.639999999999986
49,1067.0,1297.9078333333332,230.9078333333332
50,176.0,995.105166666667,819.105166666667
51,1296.0,1143.333,152.66699999999992
52,1186.0,1027.127166666667,158.8728333333329
53,2392.0,1917.2288333333327,474.77116666666734
54,0.0,3.834166666666668,3.834166666666668
55,1932.0,1839.5278333333329,92.47216666666714
56,903.0,1193.9383333333335,290.9383333333335
57,0.0,15.722833333333337,15.722833333333337
58,1799.0,1425.1269999999997,373.8730000000003
59,179.0,332.6288333333334,153.62883333333338
60,204.0,304.17699999999996,100.17699999999996
61,1582.0,1349.2970000000005,232.70299999999952
62,722.0,432.53849999999983,289.46150000000017
63,1748.0,1943.0421666666668,195.04216666666684
64,1460.0,1293.7698333333335,166.2301666666665
65,195.0,641.9078333333333,446.9078333333333
66,2.0,29.681833333333334,27.681833333333334
67,2460.0,1342.7255000000002,1117.2744999999998
68,2250.0,2041.1363333333334,208.86366666666663
69,1935.0,1889.3676666666665,45.63233333333346
70,2188.0,1514.105666666667,673.894333333333
71,1.0,29.087833333333336,28.087833333333336
72,79.0,119.47733333333338,40.47733333333338
73,1928.0,1876.605166666667,51.394833333333054
74,725.0,804.5789999999996,79.57899999999961
75,10.0,40.099666666666664,30.099666666666664
76,319.0,233.48133333333342,85.51866666666658
77,599.0,729.5993333333333,130.59933333333333
78,204.0,197.00183333333337,6.998166666666634
79,2214.0,2100.9075,113.0925000000002
80,1788.0,1416.1488333333334,371.8511666666666
81,1976.0,1510.7701666666667,465.2298333333333
82,1849.0,1571.7781666666667,277.2218333333333
83,1113.0,1087.9231666666667,25.076833333333298
84,1351.0,1607.1840000000004,256.1840000000004
85,1833.0,1644.0504999999998,188.94950000000017
86,718.0,728.7548333333335,10.754833333333522
87,354.0,525.3534999999998,171.35349999999983
88,1113.0,1629.8535000000004,516.8535000000004
89,2216.0,1960.926666666667,255.07333333333304
90,461.0,838.5791666666665,377.57916666666654
91,0.0,49.55366666666665,49.55366666666665
92,1167.0,1489.6280000000002,322.62800000000016
93,2110.0,2059.726499999999,50.27350000000115
94,2266.0,1951.8091666666667,314.19083333333333
95,904.0,847.1416666666668,56.858333333333235
96,121.0,131.64066666666668,10.640666666666675
97,1279.0,1209.1940000000004,69.80599999999959
98,1283.0,1480.9941666666668,197.99416666666684
99,497.0,371.0008333333333,125.99916666666672
100,369.0,382.9023333333332,13.902333333333218
101,228.0,368.0561666666667,140.05616666666668
102,1002.0,1296.0003333333332,294.0003333333332
103,771.0,964.2091666666663,193.2091666666663
104,1475.0,1111.0131666666666,363.9868333333334
105,1261.0,964.3611666666667,296.6388333333333
